Tissue	adiposesubcutaneous
N_samples	295
Chr	19
Gene	ENSG00000083845.4
SNP	rs12460553
Gene_list	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000174444.10	ENSG00000137818.7	ENSG00000172809.8	ENSG00000147604.9	ENSG00000149273.10	ENSG00000138326.14	ENSG00000186468.8	ENSG00000167526.9	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000089157.11	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000145425.5	ENSG00000177954.7	ENSG00000204628.7	ENSG00000182899.10	ENSG00000114942.9	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
285.302015061	170.673117007	191.531700907	252.946524807	184.809870379	217.050443989	227.970346084	188.557312789	255.145962716	217.47537287	220.154006155	187.489686516	189.263504157	214.360159987	210.666088989	174.119025567	240.592721843	191.511580322	201.514396624	237.310487339	163.667825809	156.604524371	253.023838908	170.074008703	220.948461992	233.025997235	228.490452934	218.963990207	209.827962676	249.748830097	233.12034704	234.53212776	228.005960501	219.180210169	230.41073567	212.113383682	216.200015817	230.791185898	225.032401444	250.573438311	236.786929888	142.632981068	242.909998158	242.801386993	137.81700271	210.579600144	170.554947097	219.6529277	256.294598205	145.986502967	190.448562241	204.604144503	212.153326067	202.305132314	134.363106092	197.060903344	113.262349682	253.658905852	202.641276796	206.782630198	207.494304777	210.411442139	207.13552455	208.642850927	170.447519756	192.059443898	140.13646277	211.574187077	134.433273281	239.041587585
170.673117007	285.302015061	164.294930412	190.15175045	154.533148007	146.562994283	181.13661875	140.250268999	218.791051049	180.10807756	149.141261881	206.719606589	199.552469523	169.298461109	171.025795972	188.01507298	177.822630051	204.108586985	164.64536297	197.887339044	220.789766983	219.770991244	189.146620787	172.399267753	171.683079185	150.449128361	194.124829571	206.199002492	194.530572453	198.790630992	215.989266557	163.122818284	169.126532394	191.21806725	205.585136195	157.742892457	203.727887628	189.428671969	217.860873401	157.370770622	161.092128609	174.927405057	174.414048216	147.426695188	152.996713919	213.402277284	168.783933583	159.469162378	179.455766697	166.868310531	128.314438106	165.652756917	173.867561842	122.351242876	157.561791252	127.436083887	230.717069991	173.648392079	193.202725554	213.002123734	223.857309172	177.292435991	219.086503518	156.410169961	138.238101809	122.565227513	179.886684728	126.819780864	205.835475343	184.820046277
191.531700907	164.294930412	285.302015061	203.038648392	216.91045178	195.896029155	233.499883294	210.733804127	192.410688692	179.816721803	229.19975235	220.908121236	192.620459037	221.48314233	226.823787108	187.799635053	203.1349386	192.473797298	228.845971035	213.580275304	169.678687097	160.104098619	206.808190302	199.107334168	195.546126306	240.867071422	184.638414465	208.202404445	217.293528004	191.000611368	187.333349404	195.844452334	206.969531299	210.188393155	172.719521438	217.514597297	149.80182547	202.989076188	194.061097008	206.814785272	182.909492219	190.612144303	172.59576102	209.430761122	197.309330464	205.306248619	216.248112339	211.078899021	175.550485734	203.29316879	204.794237666	223.216604338	217.464259594	209.779425053	185.571464044	211.534584261	122.52957217	212.738077618	196.225630301	206.841685821	211.269355978	169.673169097	182.658818574	175.133263186	206.756759066	151.735778015	132.481619379	212.501331038	206.519995156	218.373830402
252.946524807	190.15175045	203.038648392	285.302015061	193.139103031	217.026353997	234.520247096	192.168168377	252.046367264	221.502897413	225.941045936	206.703217663	195.822530903	223.000477717	226.235596151	190.310131801	242.807237724	201.398025629	214.958047242	241.204606689	170.023572606	166.360939439	250.032579692	185.927336844	237.809106619	229.785765856	241.294620303	223.111511915	224.316472705	241.112401451	238.480733105	231.593863052	227.793003733	225.359373022	227.015754195	220.200313978	214.235002822	238.067021153	219.310176549	245.061390595	230.605204547	153.83459879	230.637191178	244.236788269	156.655101659	217.457149826	179.189236777	214.490202341	247.702928198	164.067015838	195.55380938	208.790122069	224.257410356	202.0589373	141.254905817	188.31055618	126.241867673	251.438022864	217.644057359	216.530035316	216.141030032	214.343334491	221.479744742	203.389974153	180.328580513	190.421018728	145.573145442	212.56621807	150.255546016	243.014095356
184.809870379	154.533148007	216.91045178	193.139103031	285.302015061	232.088123453	240.808704	243.847781935	195.700475227	180.331786855	252.442564399	243.20268987	216.015716724	246.601466466	238.73606613	205.468705216	209.264476781	223.334982119	224.695895379	231.27954408	167.736053192	172.744306933	189.535033054	209.837588967	197.722002467	227.162430967	167.738153335	240.798246903	248.840264819	214.299526534	183.826273096	212.801063682	217.518379323	206.921228362	171.434835567	245.158447333	173.406610293	223.655376045	206.479591995	201.198774774	163.99299858	198.394752483	174.802608892	199.566724817	228.595247202	218.17715661	257.243033229	224.659468909	188.555127703	231.679167051	243.828522726	247.054351746	227.139072248	251.865723912	210.381912313	242.563487787	130.335221175	199.039255481	217.702344159	217.982316284	224.042271987	141.611553064	181.948734868	189.261584434	255.392446982	232.759566872	154.508168966	242.49206902	195.042811724	204.084212834
217.050443989	146.562994283	195.896029155	217.026353997	232.088123453	285.302015061	228.579745665	216.579152846	214.039148998	181.146864421	238.704679714	196.538339457	181.643282607	216.024149002	220.303910995	209.636173626	236.993584461	207.833059145	180.909325967	239.453109313	163.627492716	176.470681796	201.931814716	175.977114368	200.814685928	230.580132402	214.364015855	233.667635516	229.277342308	233.298081915	199.813576441	230.952510348	225.274368044	194.199271311	206.288583082	240.01250649	188.060830373	225.477095419	215.192386174	231.588463801	194.129007109	146.179949516	223.052211199	203.176374332	157.391636556	221.799449795	211.384239364	214.684973199	221.820114054	184.063834482	216.729547798	226.997160492	213.31723584	246.231713235	156.849857202	214.790938143	106.225204163	230.115359019	219.871023592	210.481707346	204.294471387	163.444373265	188.929797214	196.034405042	223.900300749	237.596101838	119.467537701	235.299005214	143.496886267	200.282728338
227.970346084	181.13661875	233.499883294	234.520247096	240.808704	228.579745665	285.302015061	236.796090788	234.472021147	220.436608964	256.371606612	240.12702551	221.758069875	253.545351512	253.91218534	220.99093248	241.610717952	235.083679078	236.229305633	265.168328996	174.073511032	202.753242579	240.348634109	220.831928464	242.042105064	245.859423964	212.595891845	244.609582938	247.149224646	249.484118847	232.382591739	255.809921012	237.779325009	238.583943379	213.219532181	248.680970572	194.566780682	249.533778486	236.979800363	244.486114635	232.481627982	211.310185145	203.785692273	242.496517654	210.260825795	232.790563379	228.676190337	246.71827545	220.158151603	218.64354381	253.595167371	256.583786765	262.707010401	241.601903702	191.32467145	224.93070395	134.85947641	237.759911317	237.087942013	228.962501405	245.654036764	204.503160383	226.569430872	223.10086846	225.787394033	223.598914319	176.862249238	253.677602665	182.049016649	249.338136323
188.557312789	140.250268999	210.733804127	192.168168377	243.847781935	216.579152846	236.796090788	285.302015061	190.421451452	181.281642043	242.148383849	228.594422966	216.490386891	234.895722955	228.23943107	195.401339457	219.241409176	219.204442128	215.820555583	223.939412781	170.890007281	172.084753672	188.371263287	210.057220565	182.142203256	230.947790132	156.464111913	229.688679145	230.200787388	216.488600613	164.403511124	212.738576438	220.467126089	216.689420143	172.47615095	233.74654065	155.386267254	206.46651623	208.038274377	205.485700483	167.576005354	202.053450068	168.888806093	194.184684244	228.075982808	196.315962816	230.350444563	217.61187681	185.70084018	226.860370811	246.769528469	243.0794761	231.479658865	232.98408472	212.191614729	242.058321129	130.674938538	208.40423385	214.790366918	216.600221375	205.924251076	149.302069692	175.994685025	188.179725592	241.077996637	229.847874874	147.003615549	242.392657687	173.26455582	201.13091064
255.145962716	218.791051049	192.410688692	252.046367264	195.700475227	214.039148998	234.472021147	190.421451452	285.302015061	228.762307675	220.247628253	214.581058429	225.220832999	214.680899582	220.926192107	194.280708203	243.653625543	221.781293792	206.005229194	248.085327856	202.5308957	193.555120935	258.384380714	193.114223945	213.986404639	219.063172133	234.524530512	235.876095398	229.618662968	259.7154843	250.185697702	238.920914547	223.36147071	229.86490058	242.905206895	217.066654799	227.959894122	232.434246062	249.351999942	247.186968757	228.557223407	174.275858821	233.051043474	222.06326567	164.405461975	237.246225395	190.606848371	221.112247939	253.67692242	177.719706373	192.77572115	209.721497121	224.312590983	198.032385985	171.14485175	183.975772777	165.363862177	244.404879617	216.429008597	221.790662082	236.049496406	213.989207302	232.945404742	209.894532264	185.186836645	195.390879927	186.725770115	203.767684295	168.067021497	238.789681597
217.47537287	180.10807756	179.816721803	221.502897413	180.331786855	181.146864421	220.436608964	181.281642043	228.762307675	285.302015061	206.745041629	186.922416587	197.682915116	211.438136133	211.562190013	169.350065844	214.90621853	195.951010266	216.274495446	217.69873306	183.501190397	156.030333001	227.605572688	193.13406995	200.562829041	210.233987566	180.429142357	198.657087156	187.382555904	217.513774207	223.226864572	220.998339258	214.503330516	217.977765431	214.144115008	184.994689982	195.569044443	220.168409373	216.238381072	212.768710178	207.500022606	163.930586842	184.112640713	201.588151235	169.419223135	189.030029213	174.250250898	192.792596765	207.702810521	154.147432551	197.168614913	194.87759374	220.049862392	171.238903589	164.377325554	171.268918492	139.089992759	216.456956721	186.498542532	205.095603472	215.961940041	190.04159815	204.793454686	197.060764058	165.386228415	173.602522949	173.672772194	189.372151137	141.817769634	232.79283373
