Tissue	adiposesubcutaneous
N_samples	295
Chr	11
Gene	ENSG00000110700.2
SNP	rs11826763
Gene_list	ENSG00000115268.5	ENSG00000171863.8	ENSG00000130255.8	ENSG00000116251.5	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000142937.7	ENSG00000133112.12	ENSG00000265681.2	ENSG00000063177.8	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000123349.9	ENSG00000170889.9	ENSG00000143947.8	ENSG00000229117.4	ENSG00000008988.5	ENSG00000196531.6	ENSG00000083845.4	ENSG00000171858.13	ENSG00000174444.10	ENSG00000172809.8	ENSG00000145741.11	ENSG00000147604.9	ENSG00000149273.10	ENSG00000138326.14	ENSG00000186468.8	ENSG00000167526.9	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000104408.5	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000161016.11	ENSG00000164587.7	ENSG00000145425.5	ENSG00000177954.7	ENSG00000182899.10	ENSG00000114942.9	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
285.302015061	191.531700907	252.946524807	161.357635272	184.809870379	217.050443989	227.970346084	188.557312789	255.145962716	217.47537287	220.154006155	187.489686516	189.263504157	214.360159987	210.666088989	174.119025567	240.592721843	191.511580322	201.514396624	237.310487339	156.604524371	253.023838908	170.074008703	220.948461992	233.025997235	218.963990207	109.970345461	209.827962676	249.748830097	234.53212776	228.005960501	219.180210169	180.866433958	230.41073567	212.113383682	230.791185898	167.931053848	134.652336213	225.032401444	250.573438311	142.632981068	242.801386993	129.93043314	137.81700271	210.579600144	170.554947097	219.6529277	256.294598205	145.986502967	190.448562241	204.604144503	212.153326067	86.7150972033	202.305132314	134.363106092	197.060903344	253.658905852	202.641276796	206.782630198	207.494304777	207.13552455	208.642850927	170.447519756	192.059443898	211.574187077	134.433273281	239.041587585
191.531700907	285.302015061	203.038648392	189.621232626	216.91045178	195.896029155	233.499883294	210.733804127	192.410688692	179.816721803	229.19975235	220.908121236	192.620459037	221.48314233	226.823787108	187.799635053	203.1349386	192.473797298	228.845971035	213.580275304	160.104098619	206.808190302	199.107334168	195.546126306	240.867071422	208.202404445	194.742341376	217.293528004	191.000611368	195.844452334	206.969531299	210.188393155	176.840611812	172.719521438	217.514597297	202.989076188	187.029305123	190.991402261	194.061097008	206.814785272	190.612144303	209.430761122	185.57590731	197.309330464	205.306248619	216.248112339	211.078899021	175.550485734	203.29316879	204.794237666	223.216604338	217.464259594	137.575895538	209.779425053	185.571464044	211.534584261	212.738077618	196.225630301	206.841685821	211.269355978	182.658818574	175.133263186	206.756759066	151.735778015	212.501331038	206.519995156	218.373830402
252.946524807	203.038648392	285.302015061	183.496290674	193.139103031	217.026353997	234.520247096	192.168168377	252.046367264	221.502897413	225.941045936	206.703217663	195.822530903	223.000477717	226.235596151	190.310131801	242.807237724	201.398025629	214.958047242	241.204606689	166.360939439	250.032579692	185.927336844	237.809106619	229.785765856	223.111511915	141.254551361	224.316472705	241.112401451	231.593863052	227.793003733	225.359373022	177.793559683	227.015754195	220.200313978	238.067021153	163.197552838	141.817360799	219.310176549	245.061390595	153.83459879	244.236788269	147.325451918	156.655101659	217.457149826	179.189236777	214.490202341	247.702928198	164.067015838	195.55380938	208.790122069	224.257410356	114.135917548	202.0589373	141.254905817	188.31055618	251.438022864	217.644057359	216.530035316	216.141030032	221.479744742	203.389974153	180.328580513	190.421018728	212.56621807	150.255546016	243.014095356
161.357635272	189.621232626	183.496290674	285.302015061	176.998433757	152.436716227	213.585806053	175.169126908	155.804043055	158.659263398	199.413258489	185.883775494	163.09333921	209.111097701	204.698529667	169.431842842	177.97279095	166.099391186	216.935678232	201.478670997	145.410048948	185.143922894	180.102037771	218.913298416	201.610392741	174.728763451	173.706657041	191.5357079	161.517810695	187.646400141	185.46991002	182.044750678	151.011456737	144.392989763	204.715129745	199.837109082	171.907590172	170.88288426	152.689113877	173.705426751	174.385189203	222.693173036	170.854247512	179.883793307	164.629746011	179.601746452	218.068694184	147.776127525	172.001767166	206.487284179	192.820940679	216.586659655	123.731437937	184.090207008	143.08794056	173.355622164	167.184333481	175.222892678	186.580273752	180.682362922	159.970184687	179.37117628	173.777345199	138.100936195	207.532858188	164.478488258	203.220224979
184.809870379	216.91045178	193.139103031	176.998433757	285.302015061	232.088123453	240.808704	243.847781935	195.700475227	180.331786855	252.442564399	243.20268987	216.015716724	246.601466466	238.73606613	205.468705216	209.264476781	223.334982119	224.695895379	231.27954408	172.744306933	189.535033054	209.837588967	197.722002467	227.162430967	240.798246903	206.265027032	248.840264819	214.299526534	212.801063682	217.518379323	206.921228362	217.904039409	171.434835567	245.158447333	223.655376045	201.059991325	226.569382239	206.479591995	201.198774774	198.394752483	199.566724817	210.397362941	228.595247202	218.17715661	257.243033229	224.659468909	188.555127703	231.679167051	243.828522726	247.054351746	227.139072248	193.364754776	251.865723912	210.381912313	242.563487787	199.039255481	217.702344159	217.982316284	224.042271987	181.948734868	189.261584434	255.392446982	232.759566872	242.49206902	195.042811724	204.084212834
217.050443989	195.896029155	217.026353997	152.436716227	232.088123453	285.302015061	228.579745665	216.579152846	214.039148998	181.146864421	238.704679714	196.538339457	181.643282607	216.024149002	220.303910995	209.636173626	236.993584461	207.833059145	180.909325967	239.453109313	176.470681796	201.931814716	175.977114368	200.814685928	230.580132402	233.667635516	146.436774069	229.277342308	233.298081915	230.952510348	225.274368044	194.199271311	234.624771772	206.288583082	240.01250649	225.477095419	165.881417898	175.844293996	215.192386174	231.588463801	146.179949516	203.176374332	157.491211365	157.391636556	221.799449795	211.384239364	214.684973199	221.820114054	184.063834482	216.729547798	226.997160492	213.31723584	133.036258177	246.231713235	156.849857202	214.790938143	230.115359019	219.871023592	210.481707346	204.294471387	188.929797214	196.034405042	223.900300749	237.596101838	235.299005214	143.496886267	200.282728338
227.970346084	233.499883294	234.520247096	213.585806053	240.808704	228.579745665	285.302015061	236.796090788	234.472021147	220.436608964	256.371606612	240.12702551	221.758069875	253.545351512	253.91218534	220.99093248	241.610717952	235.083679078	236.229305633	265.168328996	202.753242579	240.348634109	220.831928464	242.042105064	245.859423964	244.609582938	188.027863878	247.149224646	249.484118847	255.809921012	237.779325009	238.583943379	208.718221823	213.219532181	248.680970572	249.533778486	199.950532271	203.749253647	236.979800363	244.486114635	211.310185145	242.496517654	202.426756133	210.260825795	232.790563379	228.676190337	246.71827545	220.158151603	218.64354381	253.595167371	256.583786765	262.707010401	147.176661412	241.601903702	191.32467145	224.93070395	237.759911317	237.087942013	228.962501405	245.654036764	226.569430872	223.10086846	225.787394033	223.598914319	253.677602665	182.049016649	249.338136323
188.557312789	210.733804127	192.168168377	175.169126908	243.847781935	216.579152846	236.796090788	285.302015061	190.421451452	181.281642043	242.148383849	228.594422966	216.490386891	234.895722955	228.23943107	195.401339457	219.241409176	219.204442128	215.820555583	223.939412781	172.084753672	188.371263287	210.057220565	182.142203256	230.947790132	229.688679145	201.370185089	230.200787388	216.488600613	212.738576438	220.467126089	216.689420143	197.588879024	172.47615095	233.74654065	206.46651623	212.271388984	222.918820973	208.038274377	205.485700483	202.053450068	194.184684244	223.671787254	228.075982808	196.315962816	230.350444563	217.61187681	185.70084018	226.860370811	246.769528469	243.0794761	231.479658865	188.559352876	232.98408472	212.191614729	242.058321129	208.40423385	214.790366918	216.600221375	205.924251076	175.994685025	188.179725592	241.077996637	229.847874874	242.392657687	173.26455582	201.13091064
255.145962716	192.410688692	252.046367264	155.804043055	195.700475227	214.039148998	234.472021147	190.421451452	285.302015061	228.762307675	220.247628253	214.581058429	225.220832999	214.680899582	220.926192107	194.280708203	243.653625543	221.781293792	206.005229194	248.085327856	193.555120935	258.384380714	193.114223945	213.986404639	219.063172133	235.876095398	131.961815225	229.618662968	259.7154843	238.920914547	223.36147071	229.86490058	160.221087099	242.905206895	217.066654799	232.434246062	157.562506496	139.74127955	249.351999942	247.186968757	174.275858821	222.06326567	149.198423001	164.405461975	237.246225395	190.606848371	221.112247939	253.67692242	177.719706373	192.77572115	209.721497121	224.312590983	113.169990796	198.032385985	171.14485175	183.975772777	244.404879617	216.429008597	221.790662082	236.049496406	232.945404742	209.894532264	185.186836645	195.390879927	203.767684295	168.067021497	238.789681597
217.47537287	179.816721803	221.502897413	158.659263398	180.331786855	181.146864421	220.436608964	181.281642043	228.762307675	285.302015061	206.745041629	186.922416587	197.682915116	211.438136133	211.562190013	169.350065844	214.90621853	195.951010266	216.274495446	217.69873306	156.030333001	227.605572688	193.13406995	200.562829041	210.233987566	198.657087156	120.998056946	187.382555904	217.513774207	220.998339258	214.503330516	217.977765431	153.612261957	214.144115008	184.994689982	220.168409373	186.003928736	136.055526833	216.238381072	212.768710178	163.930586842	201.588151235	146.470974102	169.419223135	189.030029213	174.250250898	192.792596765	207.702810521	154.147432551	197.168614913	194.87759374	220.049862392	115.057207117	171.238903589	164.377325554	171.268918492	216.456956721	186.498542532	205.095603472	215.961940041	204.793454686	197.060764058	165.386228415	173.602522949	189.372151137	141.817769634	232.79283373
