Tissue	wholeblood
N_samples	334
Chr	2
Gene	ENSG00000240382.1
SNP	rs2848198
Gene_list	ENSG00000239264.4	ENSG00000211637.2	ENSG00000211644.2	ENSG00000211648.2	ENSG00000211649.2	ENSG00000211651.2	ENSG00000211652.2	ENSG00000211653.2	ENSG00000211659.2	ENSG00000211660.3	ENSG00000211662.2	ENSG00000211663.2	ENSG00000211664.2	ENSG00000211666.2	ENSG00000211668.2	ENSG00000211670.2	ENSG00000211671.2	ENSG00000211673.2	ENSG00000254709.2	ENSG00000211675.2	ENSG00000211677.2	ENSG00000211679.2	ENSG00000132465.6	ENSG00000211598.2	ENSG00000243466.1	ENSG00000239855.1	ENSG00000241755.1	ENSG00000241351.1	ENSG00000243290.1	ENSG00000244437.1	ENSG00000240864.1	ENSG00000240382.1	ENSG00000239951.1	ENSG00000241294.1	ENSG00000244575.1	ENSG00000244116.1	ENSG00000243238.1	ENSG00000242076.1	ENSG00000251546.1	ENSG00000211890.3	ENSG00000211892.2	ENSG00000211893.3	ENSG00000211896.2	ENSG00000211897.3	ENSG00000211933.2	ENSG00000211934.2	ENSG00000211937.2	ENSG00000211938.2	ENSG00000211940.2	ENSG00000211941.2	ENSG00000211943.2	ENSG00000211945.2	ENSG00000211947.2	ENSG00000211949.2	ENSG00000211953.2	ENSG00000231475.2	ENSG00000211955.2	ENSG00000211956.2	ENSG00000211959.2	ENSG00000211964.2	ENSG00000211966.2	ENSG00000224373.2	ENSG00000224650.2	ENSG00000170476.11
Gene expression stats (Y^T * Y): 
324.073016144	202.154598351	240.050498183	242.035685321	235.332492643	260.733753136	235.945565325	250.20310307	216.877271636	264.466956776	213.088382409	202.753505284	184.72118907	244.647716401	251.461286808	169.993778143	242.52270774	236.578649247	262.037873411	218.517987413	231.515695487	215.951456778	266.884724435	258.153039539	256.092031725	223.311553646	233.697293164	248.478892046	239.017561132	241.291649535	238.457279832	221.873286108	245.184076864	222.696983963	234.394290717	242.330382785	239.765192549	235.560221224	240.441944567	216.515883504	218.509664997	204.974972402	209.188093813	216.06951099	226.556253905	195.812205263	185.563681521	241.60520465	227.487561928	218.498170497	221.440539129	225.736704546	229.107813024	246.901906937	228.6224684	200.685294665	226.544568254	195.257193256	232.759698597	241.974779031	214.837273018	225.649372377	217.474750291	285.258050865
202.154598351	324.073016144	253.954423177	255.966380798	183.010501985	244.713421276	203.21678852	242.223616838	209.741104669	214.121642935	203.852981091	234.761338097	237.892690077	238.01060235	221.938880566	223.331415688	239.633015087	230.053259529	210.637668944	199.807103695	210.707943898	193.758361554	230.63135673	240.595507948	227.343890798	241.852206425	199.131508421	233.582063074	170.128190732	222.58710935	181.389350101	226.993518579	243.987397749	218.416960952	191.849028949	230.396762532	232.324098276	218.943376696	236.616151619	197.349589989	214.483498059	188.757409438	184.205079186	208.116741345	170.157431571	177.504326946	204.674674549	234.828923971	216.222479157	216.268240016	200.708596072	196.176704552	227.293840404	244.267225356	223.168914926	226.501107961	225.071121888	182.696266557	225.767816626	201.447402766	226.722711507	218.781390218	206.031771166	221.658571199
240.050498183	253.954423177	324.073016144	285.752332102	220.560221277	278.077105147	217.946918924	280.891479067	240.153620786	264.856419392	218.589178941	256.587356683	214.920601691	278.975684438	256.897232942	201.710402017	254.056805287	261.143646565	276.584567705	268.96866038	257.948650245	264.906097336	271.510269486	272.357650133	269.317486899	263.87688462	261.609706442	274.829095922	229.453143714	270.234996036	214.835689462	265.876927252	285.219073587	261.520901028	207.019636069	285.501223704	267.099010007	266.784974299	278.684980684	248.083031781	245.679797347	254.404149694	253.830460458	247.507126733	182.836464431	203.371783859	185.680072971	276.197061441	232.322897709	225.72720144	221.092549131	218.424718477	251.175512439	267.18842305	251.160018803	212.2983515	242.545876184	229.758775022	241.707436655	255.635427318	229.528085566	227.778634243	258.681595318	264.901811813
242.035685321	255.966380798	285.752332102	324.073016144	211.951243186	271.046039015	212.611151497	257.256128396	213.408897111	241.828961839	205.706585609	263.888023659	214.837748652	263.37785272	243.019342462	198.468336886	247.742733369	243.158902478	272.905221552	248.27596742	238.062250406	232.994094933	277.852416737	253.326114676	250.543222417	256.805503993	245.735545962	259.025583932	222.445039444	257.430797746	197.550243225	249.22162652	267.846056345	272.225553109	196.161040662	272.194976696	267.446328536	251.948487963	257.461368349	242.095881155	242.031569063	243.918737174	228.412734192	240.522574184	194.719780306	196.572711132	186.269895541	268.943258001	222.015403863	207.357323133	224.927328898	219.583325146	241.122033254	271.365281242	250.625732986	213.850414488	242.023670852	235.811988729	241.423423938	260.180180087	223.599952505	225.903833383	277.869085973	259.783138343
235.332492643	183.010501985	220.560221277	211.951243186	324.073016144	232.152442432	236.398977365	230.493617191	227.045643269	252.563410473	216.739059255	170.754511332	158.605014845	211.451824874	239.970679623	175.400782746	240.216594553	214.434980493	251.255878569	173.565092639	192.351056579	173.193966005	210.07341711	234.603650313	227.780464112	204.026901169	205.953551823	225.356278124	229.644674042	213.575944226	213.737394295	221.048238336	207.025640905	207.042276257	241.227180481	210.077823672	203.134356189	211.621477418	206.698099347	192.406049381	218.112409515	172.53010759	160.806259609	182.001370544	220.495948042	196.377829141	183.831438454	233.122902422	183.847748122	216.225683022	217.82443828	216.187429114	211.300981116	225.051465622	218.882792721	166.630310174	210.995241112	181.626670148	210.301871654	223.544264642	204.455729574	210.177153866	205.009827412	256.376009361
260.733753136	244.713421276	278.077105147	271.046039015	232.152442432	324.073016144	231.738657017	290.269679659	253.16119757	288.199780561	246.795237183	241.682675044	214.848186192	274.113394067	270.459338297	206.406528701	266.127401564	268.166940036	278.528199597	239.647924014	247.931627118	242.525283169	271.387579798	284.346909025	283.888874257	249.535118272	257.818307078	277.76519115	261.029934125	270.250247353	240.245792818	256.326209703	279.24971986	239.295970953	238.046943052	256.896628729	261.070651075	273.498099066	281.091589061	234.192527923	253.760820597	212.004142528	227.524562007	251.030764422	225.163093607	224.408392995	223.532419136	267.623527056	236.49071575	238.552732226	232.203058601	249.623049694	271.465263475	278.54658812	259.270303171	217.490399438	259.026306234	218.930675182	261.077312046	269.642556189	256.999424024	258.380450791	237.052424549	284.021782723
235.945565325	203.21678852	217.946918924	212.611151497	236.398977365	231.738657017	324.073016144	229.349628444	212.350294892	246.159328048	226.693417455	171.317318651	176.563677542	214.642114141	223.088104317	204.261041805	230.996999764	210.380236168	228.609511925	165.558573184	196.921324207	161.360544843	204.539166619	225.959098335	215.949259607	211.056547807	209.434794039	223.345407717	206.400156395	210.289916618	235.854106755	221.840026612	210.716497024	190.480891548	236.082968142	201.391740847	197.081427414	202.434780946	207.146498444	169.894670403	223.6374799	163.834450535	142.410846201	185.566989791	254.83175546	191.899020727	218.1664713	220.011976525	199.104609023	242.46079144	219.983651638	229.091793022	212.948583352	224.057679306	212.254185058	224.180620922	207.820212208	199.926112653	240.220816398	223.172391123	225.284280602	239.325880734	187.27638019	237.36386238
250.20310307	242.223616838	280.891479067	257.256128396	230.493617191	290.269679659	229.349628444	324.073016144	262.307735982	290.298608254	263.104257526	248.05087754	220.896630007	281.541950517	278.210228847	220.739443253	259.166748598	283.032013238	274.633766269	250.096761223	263.614333704	256.024540196	260.376361631	284.6234593	282.762201743	258.549115972	260.786899114	289.23523962	266.728719396	278.181930192	248.783987821	257.88811206	283.593543528	228.199941163	233.929151554	257.488443838	248.202229542	278.375311129	281.131665859	231.572680895	253.692113497	226.475460425	240.114615634	248.603058494	202.918686218	226.999751944	222.848665951	261.59500071	222.388964287	232.576382396	231.146817096	241.079072982	267.241439201	269.38741312	264.026404445	217.706600037	256.766162798	225.906939449	262.301222986	253.771121252	254.784299596	257.015557731	217.478220668	281.728544269
216.877271636	209.741104669	240.153620786	213.408897111	227.045643269	253.16119757	212.350294892	262.307735982	324.073016144	272.417282784	263.494026583	206.189716261	206.587439497	226.916584908	250.256431631	224.048143905	228.374986815	270.860866379	244.103266049	200.256377785	217.522938622	201.386854284	210.730839223	253.606785498	248.747203928	230.067906915	239.464940625	243.896952233	231.205459135	231.542744934	238.209047859	231.843590657	231.502693521	201.88955131	245.961400315	208.350590385	209.820644678	254.453041384	245.417990296	189.548217422	223.003805737	172.454755387	186.737933085	217.780956874	195.877813101	235.628391449	229.045443537	221.588039837	209.060594904	234.952822498	205.60182163	231.14927449	239.37294825	233.422943818	224.866640234	188.767260849	216.815877649	194.719746809	235.090706457	221.70956987	245.314620848	220.325838499	187.70444611	244.334248189
264.466956776	214.121642935	264.856419392	241.828961839	252.563410473	288.199780561	246.159328048	290.298608254	272.417282784	324.073016144	263.934118903	223.020540186	210.062379971	274.130118501	281.362113882	216.273114611	280.794759298	271.033022091	282.335674339	234.29399927	250.418572186	236.887477104	258.628272088	289.346752672	287.907958845	243.574575278	260.772140988	279.366768436	272.092767967	272.141073065	261.287188949	258.183287681	272.820628802	225.366006979	266.324301061	252.561672	250.093982805	273.803080465	274.110970974	222.116513614	251.179726218	211.754809786	221.79629018	234.942600137	227.420121528	233.644287531	224.289376533	264.683814658	232.519847865	243.76830225	238.07799722	250.521222145	264.029093117	269.18847476	256.359354942	206.023806743	250.524877234	214.356228613	259.312163823	257.029523213	248.355847762	252.084085073	219.377250461	289.305549025
