Tissue	wholeblood
N_samples	334
Chr	19
Gene	ENSG00000167671.7
SNP	rs8103986
Gene_list	ENSG00000103148.11	ENSG00000206177.2	ENSG00000206172.4	ENSG00000086506.2	ENSG00000099804.4	ENSG00000172270.14	ENSG00000125818.13	ENSG00000063854.8	ENSG00000167671.7	ENSG00000244734.2	ENSG00000223609.3	ENSG00000060138.8	ENSG00000103342.8	ENSG00000104903.4	ENSG00000137198.5	ENSG00000170315.9	ENSG00000105701.11	ENSG00000221983.3	ENSG00000158856.13	ENSG00000147454.9	ENSG00000100325.10	ENSG00000171552.8	ENSG00000234745.5	ENSG00000169877.5	ENSG00000204463.8	ENSG00000100225.13	ENSG00000107262.12	ENSG00000090013.5	ENSG00000004939.9	ENSG00000108309.8	ENSG00000013306.11	ENSG00000198336.5	ENSG00000162366.3	ENSG00000124098.9	ENSG00000132819.12	ENSG00000133742.9	ENSG00000145335.11	ENSG00000180628.10	ENSG00000182512.4	ENSG00000214253.4	ENSG00000088992.13	ENSG00000136732.10	ENSG00000136819.10	ENSG00000133606.6	ENSG00000143416.16	ENSG00000082146.8	ENSG00000159346.8	ENSG00000143774.12
Gene expression stats (Y^T * Y): 
324.073016144	183.072982968	176.832910931	196.732320301	160.789042704	138.283131908	208.88521346	196.652882781	240.825983261	170.098687077	156.439537686	226.203588305	169.738114568	160.796240809	179.745487359	152.839706806	222.665917455	182.771072653	234.35860504	199.519799069	206.356865944	186.80979832	-164.02129111	154.359031074	217.447622663	197.72688248	197.629689066	168.926369718	168.813245578	158.481936836	224.022937551	207.553714321	204.470859307	221.848213553	183.34937111	139.292005301	171.899700359	187.192749027	148.430987405	164.466720833	175.527252578	244.944238171	161.32473834	172.91971089	197.220797375	221.74377403	214.820093822	208.012972867
183.072982968	324.073016144	206.540050925	238.628408825	172.570560096	212.061134069	154.821335543	196.53907451	232.047425025	198.795815421	241.30087513	211.076232609	161.17946996	185.651715507	179.808246656	177.964351036	234.424280308	174.059805361	230.027708728	211.195606394	132.392156599	201.929686549	-183.037363251	242.960805795	151.77709133	199.998053706	190.358238224	228.073189886	202.241761729	159.810641128	237.057683805	204.22898354	187.957001705	228.705252878	211.71095929	210.584661519	189.75414732	163.60269304	174.859499654	191.097807987	163.344315443	238.129964447	142.379874106	189.1632407	207.268791847	198.098884904	185.125894831	228.917642891
176.832910931	206.540050925	324.073016144	202.687969035	207.946895877	215.529684765	216.527835436	215.57096051	225.528051602	216.868625973	190.725224707	222.322853717	193.334087419	183.542170103	204.956295953	201.433771638	237.661558478	168.671807015	230.574762217	174.355846873	200.103466184	229.257693274	-209.637968561	200.804804788	179.846591311	233.926048962	221.658365042	198.850516261	187.475105613	171.747612627	259.198954635	177.317878641	175.826584513	242.270609122	205.317897446	173.31562414	212.754134674	200.992210728	182.020307983	160.606753303	182.154428231	204.099347071	186.141147411	207.995616329	216.28850267	197.51513762	192.207063076	193.581342837
196.732320301	238.628408825	202.687969035	324.073016144	181.421105993	177.059254554	161.764450543	202.686967474	262.03314964	204.733271398	205.878584801	212.118676851	157.827399632	237.451206426	207.941996697	177.255780179	230.629516327	180.477286928	226.542271011	222.950977866	139.360539818	192.560721411	-181.589912533	212.568609424	162.673137338	195.733409727	196.07278122	210.54962231	179.322333289	203.979175688	233.958631249	177.679714049	230.363953828	227.621407076	216.450625469	181.700255817	160.363985449	145.599409903	192.575177683	214.759681786	142.78617651	249.14078737	144.771957148	183.047536424	182.202065483	198.452331199	196.779612717	230.104764813
160.789042704	172.570560096	207.946895877	181.421105993	324.073016144	230.9437571	189.902595017	232.868225968	234.092425785	205.769719613	191.09069041	198.007971342	229.863853844	172.148263514	219.912351947	172.495072206	211.429335617	113.990060868	228.380408268	175.162854108	212.768826594	228.311150401	-197.15247041	207.404345832	142.702199249	208.178206827	231.946117739	178.126562132	202.724617024	180.222254559	247.363085857	171.247937476	154.70670172	235.069490098	226.651766888	182.849500323	220.311080156	185.682972152	212.691923359	208.602709352	193.221801012	179.512138319	217.494589914	208.075683752	237.866471493	205.886472149	206.009346462	184.820081816
138.283131908	212.061134069	215.529684765	177.059254554	230.9437571	324.073016144	176.213838575	185.141526577	206.637307331	183.310569083	236.061998677	206.37116184	194.927111228	188.607318339	216.81208919	204.331259218	210.253395181	111.014218372	242.846960945	140.038207571	162.775986499	243.497454566	-169.255989968	240.181490522	112.101535541	215.797069481	181.0167699	217.24246539	241.054931153	173.537214679	243.426815555	146.008598103	162.780563945	230.59749007	243.803350661	231.532499415	224.525608997	133.348557228	211.427956523	159.031597997	148.186452978	191.878282823	168.590224526	218.516691828	245.794231232	195.704228575	184.176015385	178.475674733
208.88521346	154.821335543	216.527835436	161.764450543	189.902595017	176.213838575	324.073016144	228.432837672	218.303700314	175.214637077	160.212512384	215.482655164	192.914694017	158.840367855	181.335544346	182.787706341	205.174300336	143.808846824	228.926973133	172.477295132	239.296147439	208.552116305	-181.15019891	167.736820037	167.251830831	206.449973568	224.237230712	203.811816165	201.786547225	131.545196204	245.415686211	193.624904723	174.089774239	220.999539745	194.37040638	146.708043985	200.679230396	206.427163612	160.130681133	160.169443824	198.599389733	205.70319082	197.94084672	199.575838879	216.47202263	218.408571256	206.42563662	165.546727124
196.652882781	196.53907451	215.57096051	202.686967474	232.868225968	185.141526577	228.432837672	324.073016144	246.577737678	222.631642134	197.878032352	238.80026359	216.088766459	184.100625964	229.863511487	190.331658043	208.264760792	122.337736482	238.376007188	205.417915553	245.20198919	222.509920308	-209.704389855	214.229952378	170.084526735	208.193599716	224.393000723	224.558854713	211.544168779	180.039976083	245.055579359	194.770202391	184.817373412	253.220038125	216.196651791	184.459844835	220.979721982	185.086008581	212.432095797	216.707165052	221.519507754	217.733847796	198.960290371	214.46624952	237.076192393	250.40878158	221.200636011	188.805636413
240.825983261	232.047425025	225.528051602	262.03314964	234.092425785	206.637307331	218.303700314	246.577737678	324.073016144	231.483443469	218.269285578	248.384384973	212.516886656	235.62370727	232.073736226	202.253498495	281.896741786	197.980644018	276.76260148	227.005324576	215.622315543	237.904745144	-214.278447968	229.949865602	205.941303633	240.84853077	253.856970874	222.376056906	208.017021024	215.655484141	284.567897289	210.88030256	236.524762346	267.182144552	246.548857354	198.74436352	216.072693745	212.206889683	202.071407904	220.892248153	200.694191994	285.00147338	195.503808751	214.999536973	237.02271965	246.818599483	240.742197693	250.980952865
170.098687077	198.795815421	216.868625973	204.733271398	205.769719613	183.310569083	175.214637077	222.631642134	231.483443469	324.073016144	243.355357325	250.652687724	217.992090911	172.625404616	230.311483258	230.562406818	224.030603483	162.922542174	241.377373637	204.544264713	182.547422773	251.352113469	-230.337321403	247.479312191	146.007385001	233.203668436	225.559228881	207.836600078	196.761060412	177.88898376	247.006238232	196.172017722	173.671828676	260.445328476	208.786553172	220.685524673	260.840971132	198.317588348	207.231431191	192.650628017	183.438340812	222.882314163	222.054725729	229.228241091	244.811515703	256.748905837	250.933084782	192.710219508
156.439537686	241.30087513	190.725224707	205.878584801	191.09069041	236.061998677	160.212512384	197.878032352	218.269285578	243.355357325	324.073016144	236.914511896	203.766268704	191.009849749	237.608618016	248.145484826	198.377078307	120.322676595	253.88952534	180.834309451	164.423068218	259.697781413	-209.745594801	310.409148102	127.082975381	232.000089076	202.056905376	245.696692054	244.254108461	180.704219627	245.231201849	176.792907967	176.73415862	252.045393162	241.698485257	289.607612375	250.138078247	154.929172585	225.512417644	185.031202317	168.148402693	222.249403605	182.406975055	240.11550335	267.227904832	235.116740061	228.378382966	192.678374108
226.203588305	211.076232609	222.322853717	212.118676851	198.007971342	206.37116184	215.482655164	238.80026359	248.384384973	250.652687724	236.914511896	324.073016144	229.588468581	183.746236389	248.131771777	237.493081895	220.131432955	140.374547547	281.446118184	217.331626528	213.58257584	258.872757434	-205.080745958	235.221721365	195.162308063	245.757972818	227.147876456	224.894111498	224.678298263	180.504115962	263.092264761	184.213312595	194.871536454	281.562686283	233.438847897	229.171584962	265.612498496	182.527089291	222.60479197	196.097605417	178.859704036	245.757149983	215.871339533	254.787667711	268.207807142	274.685834813	273.568270604	220.580939387
169.738114568	161.17946996	193.334087419	157.827399632	229.863853844	194.927111228	192.914694017	216.088766459	212.516886656	217.992090911	203.766268704	229.588468581	324.073016144	178.655275683	238.510158826	207.339168763	198.14521154	100.709614677	245.092130574	175.79476185	228.367424714	263.64656945	-182.853482843	210.63991608	154.578748892	236.338227764	231.385762404	194.549771603	227.208281914	199.791626957	244.088139075	185.262677774	167.228153611	255.424529084	233.503924759	195.26736161	252.302122633	193.826204867	247.87874478	193.752448953	176.459053381	178.735148785	207.725681274	242.972425806	247.216329619	256.280235776	227.0411068	150.312504524
