Tissue	braincortex
N_samples	95
Chr	19
Gene	ENSG00000083845.4
SNP	rs28414547
Gene_list	ENSG00000177600.4	ENSG00000115268.5	ENSG00000140988.11	ENSG00000171863.8	ENSG00000130255.8	ENSG00000161970.8	ENSG00000166441.8	ENSG00000144713.8	ENSG00000110700.2	ENSG00000105640.8	ENSG00000221983.3	ENSG00000134419.11	ENSG00000137154.8	ENSG00000174748.14	ENSG00000142676.8	ENSG00000198242.9	ENSG00000231500.2	ENSG00000124614.9	ENSG00000198755.6	ENSG00000125691.8	ENSG00000108298.5	ENSG00000168028.9	ENSG00000100316.11	ENSG00000105193.4	ENSG00000188846.9	ENSG00000145592.9	ENSG00000131469.8	ENSG00000105372.2	ENSG00000142937.7	ENSG00000265681.2	ENSG00000063177.8	ENSG00000087086.9	ENSG00000142541.12	ENSG00000142534.2	ENSG00000213741.4	ENSG00000162244.6	ENSG00000123349.9	ENSG00000135390.13	ENSG00000170889.9	ENSG00000143947.8	ENSG00000108107.8	ENSG00000229117.4	ENSG00000008988.5	ENSG00000196531.6	ENSG00000083845.4	ENSG00000171858.13	ENSG00000149806.6	ENSG00000174444.10	ENSG00000137818.7	ENSG00000172809.8	ENSG00000147604.9	ENSG00000149273.10	ENSG00000138326.14	ENSG00000186468.8	ENSG00000167526.9	ENSG00000122406.8	ENSG00000156482.6	ENSG00000114391.8	ENSG00000071082.6	ENSG00000109475.12	ENSG00000089009.11	ENSG00000118181.6	ENSG00000089157.11	ENSG00000136942.10	ENSG00000197958.8	ENSG00000112306.7	ENSG00000148303.12	ENSG00000104529.13	ENSG00000161016.11	ENSG00000164587.7	ENSG00000145425.5	ENSG00000177954.7	ENSG00000204628.7	ENSG00000182899.10	ENSG00000197756.5
Gene expression stats (Y^T * Y): 
87.3684685627	74.5756102197	63.4519321908	60.5018340054	72.951586699	48.4964979393	65.3203929436	66.9378243928	48.8112615416	65.7741096674	63.5614836849	59.0309260289	64.4745936653	25.1398914239	66.4048372804	72.9023199376	62.539265512	62.6010465362	40.8319961814	62.2229346732	72.2880466033	51.001854887	58.3542105122	73.931235652	45.197463721	77.4304615897	64.8840143354	77.4765238949	61.9781319565	57.4885229647	62.0791717621	54.4828045204	75.9864731568	69.1764258117	61.1040956821	59.1061509473	56.7868905814	47.6641735376	66.0708741567	62.7355098283	70.2738056986	65.6885343476	51.3198355076	44.4158838729	54.5485731772	61.7562482754	75.7908058111	44.9323831551	79.4921406066	77.5682845955	30.8353864529	65.6090450346	53.1090173128	62.1311948321	68.5460376893	33.2033598382	64.2059647284	54.6830056461	37.4290728452	51.4439421548	26.0215530997	55.972251078	42.09424132	67.1423344969	61.8040223799	60.8175120771	54.0927518667	66.6748486455	71.1367795659	53.7649840818	38.0516267959	41.3633725413	35.9209382232	58.9406939979	60.2051516567
74.5756102197	87.3684685627	69.013242566	59.7221535659	77.6826602537	48.9115749236	68.0132327634	67.6418498249	53.8955945029	77.0320623423	62.6759225194	62.6038201961	65.5989160039	36.7339058804	67.2894954368	69.5795598495	63.3690913604	72.0856170877	46.9276384006	61.8871808819	71.7301067479	57.3891414642	58.5525591745	78.3175457607	49.625074075	71.0800436395	69.8254640206	79.4919221207	66.0535627172	61.3822149756	75.7539255802	62.1117861529	75.5562330658	72.585422821	68.948431364	64.2840929013	60.3268374832	42.1174514519	73.0151245346	62.8879044003	78.1114030919	65.6609314477	56.6076455405	42.1200235952	65.4548355812	70.4344516752	78.1912152615	47.0071432978	79.7312366023	76.3932685713	33.3878772779	66.8170057147	54.3708540527	62.8243907029	79.8817020769	28.3815316107	64.030383628	59.9784697542	46.1238866114	57.1674022548	35.3588829621	58.103681294	50.1331465506	76.8312728485	59.8112792903	63.9043202473	53.9687732113	61.6294536055	72.9696703511	59.0455535073	41.2280226934	55.3351915457	40.7828786425	62.3953410457	65.7910758893
63.4519321908	69.013242566	87.3684685627	57.8759828768	65.9492254729	44.7309923473	59.0707872545	61.7190394111	48.4552775681	69.0380604781	67.7946134652	59.3353427854	60.122697234	37.4420880668	63.5444235428	59.7934155376	63.0456460262	65.0654265439	51.0455412167	56.6682579126	65.2017369382	65.1883449335	58.2417751775	71.659161283	49.7224490846	62.2163923699	59.9577829438	74.2150299697	60.1503379683	58.8086639846	66.2507031419	58.3646355756	71.346303718	67.0159616102	59.0695422066	60.2042990605	48.6742844701	40.7621755515	62.7384553579	55.5850325017	70.1888853214	60.8138860716	55.6615235075	36.7813602799	62.278756425	55.2257193282	68.1908775702	53.2056220114	67.3726459539	64.4586917594	37.6564654249	63.3211731228	44.4625340917	56.8843019132	67.5647810206	37.9971735114	56.0728829592	55.7012826829	41.5849611416	46.8737908552	41.6708698549	48.6106832159	60.4584124027	62.6330067173	52.7135197223	60.5077965632	61.5576392679	54.1331082551	70.4376147344	52.348843137	41.8351454228	51.2213520971	56.8022844973	50.929816467	53.1541199815
60.5018340054	59.7221535659	57.8759828768	87.3684685627	67.574238295	69.0353883395	69.1711065608	77.1198223751	68.5672487284	63.2364874741	57.8513444488	73.7960302243	72.42184159	54.0361156185	66.3814274746	69.3060770425	73.983472428	66.5122455666	54.4442305679	73.2205725801	67.7705890437	64.3940480714	65.3927122348	71.1185799417	76.3047132941	69.0698862792	75.6602725688	68.3544958095	73.6119431404	73.3640631897	65.7905213657	50.3911158142	66.6666743474	73.5449980003	67.0334053873	64.1883422999	72.3373625588	51.0734982471	60.3431005836	69.6570545371	57.1227634702	67.4141659881	70.0287372102	69.2291216394	63.3204593475	69.6648140896	63.0852322579	63.7479344653	63.7626633317	72.6795435057	58.0701671599	68.2477815178	72.6363858473	66.7109408114	59.7712312442	58.4022133064	67.3526657213	78.2333346355	59.5817848755	71.9446283674	60.3407477546	68.2400454212	62.9408778259	70.5635779494	63.0229998483	60.802255964	66.6521803215	48.8938616494	66.9377533639	58.5414163138	62.6786018336	55.891588139	56.0614331593	77.5632039495	55.0514541386
72.951586699	77.6826602537	65.9492254729	67.574238295	87.3684685627	48.9939667694	65.2765216306	68.2959829207	52.1104649019	72.6115421162	64.1452570596	61.524766444	61.1209415933	38.5551938632	60.9921061002	68.3944074909	67.3358467464	70.4447604784	47.5147948875	65.332953227	66.4235008141	57.4596322932	60.5514702964	73.7393977834	60.9265817454	69.6981054359	73.3389619738	76.5187213167	64.7087653121	62.6080795243	72.1241759006	53.0437121829	71.9484677691	69.7066474171	63.5063671583	63.703560884	60.5363815427	50.9958298045	68.9713330019	59.619580668	70.295492761	68.6844184067	53.745812487	45.1116452513	63.087817598	71.6093349577	77.5419782574	45.1225779758	75.5278681227	76.0698632294	34.2036979717	63.9216195868	55.6588736224	58.1659696186	72.7937439047	31.7250829884	58.0819110769	64.2732957779	47.6405276877	58.7227590668	36.7697176892	57.4581784813	50.8457119603	74.8373485753	62.8669385285	55.5847879232	60.013142613	54.6153582018	74.6853312027	60.6103991567	41.9361635927	45.6810926007	46.423943067	67.6243024682	56.8485970799
48.4964979393	48.9115749236	44.7309923473	69.0353883395	48.9939667694	87.3684685627	71.5156706112	76.2072331675	79.2961639045	56.6482867355	57.6494802025	75.4269872692	74.009350534	64.074212518	69.2714450708	68.0861316462	68.5468672959	66.6055039694	64.5261719931	70.7144983432	66.390231409	64.4952530073	62.4165881083	58.9620927394	68.6026191404	61.6683581213	73.8768514448	56.1125786805	72.2983835854	75.3003946533	59.4804046919	47.4730271672	57.5205730013	66.3503078661	69.5828285881	59.6884296598	76.0783564633	48.0363613875	51.7746940379	79.5277651156	57.044004877	62.8933687514	73.8500768937	76.5515826969	62.9046011718	58.1067497065	48.5410155079	70.6133152826	52.0688846912	62.8460999446	74.9812378721	68.9228064268	78.9131290668	68.4895540268	53.4593341677	71.1568488388	75.2539251772	74.3625322077	59.6548891312	76.9813864305	72.6131932333	73.9928121549	62.1299707316	64.8014035917	65.6621205885	70.1410801221	66.2328569061	41.0471814042	52.5050623624	55.2523601422	78.4286966001	66.2845794062	47.5101492024	74.5208250132	55.3812440313
65.3203929436	68.0132327634	59.0707872545	69.1711065608	65.2765216306	71.5156706112	87.3684685627	76.5377775078	72.0483476962	68.4759951227	60.2440863396	76.2182204707	78.0619751446	50.9621839918	77.9910848501	73.6587269358	74.3300516463	74.0354847676	56.4408524601	67.0545184619	77.2958807408	63.8507313866	69.0207641024	72.5846710624	61.8880373634	69.2764307483	77.9733774182	72.594403453	77.9653408979	72.7300575741	73.9035568878	61.7842193424	71.8693279262	76.4705879884	76.7005065795	67.3839878005	76.2127580604	49.0156155868	67.062571194	74.8086680722	70.6568755904	68.1747347545	73.0419834905	68.0097958445	66.5977227457	64.8548415963	66.3206211531	62.1035881764	71.4395867243	72.8758109582	55.091468402	73.0626271699	75.3901927704	68.2794026625	69.2859318387	53.097344201	79.7635960099	74.5403023025	49.8224945791	75.5697164208	56.0588729374	75.3766640571	61.3791689718	78.7311100273	68.6921453434	74.8383327343	64.0158818537	52.3261752792	67.047768858	61.2215100986	63.9627278307	68.7421432151	50.699927176	74.5614622182	60.2753466113
66.9378243928	67.6418498249	61.7190394111	77.1198223751	68.2959829207	76.2072331675	76.5377775078	87.3684685627	75.5783626787	69.0423369388	67.5072127175	79.2736502133	79.6173294111	55.4959626572	77.4458782105	77.9330138513	78.2218842084	75.9367297079	62.3291727146	78.3643928995	78.8889925766	71.1991823881	70.7895700886	75.7522049844	72.2239666907	75.5863382922	81.638323348	74.3588766314	79.8957208726	79.5600976327	74.9169030714	60.5153275842	73.8001591727	80.8360118514	77.7694904812	69.5939254262	79.1469498383	59.3900269695	66.1516851382	78.1739602917	71.3218965783	75.8497991381	75.6471841036	68.2511464334	72.6179381562	71.3544650867	68.3786764574	70.5939940296	69.952641046	78.3715957647	63.7550623308	78.6881051515	76.4936437406	74.5243127019	68.516336893	60.418799248	78.919380009	78.9395100058	62.0164497572	76.8955803448	62.6338963119	73.6140334591	67.3057174871	77.1460083485	69.452920227	73.4043880387	73.7043862196	53.9649062571	69.6595630813	68.1529938901	67.8241883108	65.9062406252	56.2823000318	78.6366504742	66.9523374138
48.8112615416	53.8955945029	48.4552775681	68.5672487284	52.1104649019	79.2961639045	72.0483476962	75.5783626787	87.3684685627	61.5819985499	59.1994032531	78.4292994591	76.0074099635	68.6227328217	70.0800831824	67.7650498876	70.4786636934	70.8844125613	64.867889373	69.1991273576	67.4986933178	66.172110948	63.0450072689	63.1362618734	68.2926790009	59.3626344731	76.0979273432	59.140327634	75.9191541404	73.4310594702	66.7364844882	53.6875373606	56.8230883886	70.3392444587	73.7907698984	61.8163927709	72.0915285968	39.824041012	60.3011858836	74.845340684	58.0386636934	59.4560099518	78.2274517031	73.2389464516	67.9344133572	61.5139332515	51.2282905599	70.812496911	55.2328089143	63.5662462142	72.1013500089	72.4351432835	76.8366196861	72.8221353374	59.0326926747	66.5476437033	75.4214448824	75.8083080392	57.0508481998	75.9673347538	74.9551971262	74.2912985065	67.1950749642	68.904480887	63.5766307392	70.8598602002	61.9466421976	40.1667954105	53.1669786894	59.111324394	76.8677190167	72.2680752183	55.9562455525	74.353128413	56.4902819337
65.7741096674	77.0320623423	69.0380604781	63.2364874741	72.6115421162	56.6482867355	68.4759951227	69.0423369388	61.5819985499	87.3684685627	65.3440285548	68.2549860119	67.0950992437	53.2618079049	68.4466631596	67.9555530059	66.6036315649	73.6019767463	59.9359873741	68.6714207776	68.9043564564	63.4000558782	66.4602137296	77.9485110863	59.0658260406	65.1681617959	70.6823362456	73.5800999556	69.9766649572	68.4994925082	76.1981864753	60.9423480945	75.6177694289	73.1394940412	71.0542512653	70.5243705531	58.834285938	41.6335322136	69.2315424834	65.7469352341	76.1362017229	70.7429634201	64.2030933601	50.0960049474	73.4700839883	70.2206524796	74.3880483874	58.1943926983	74.1814678888	71.3582975016	47.8495404763	69.4304569818	61.1447901676	66.147421624	76.1245307975	42.8598827422	66.608443054	65.1643858417	52.9010126272	60.1985944739	48.9783544179	59.790181419	65.4885077531	73.7654893086	64.0793910907	63.2587612976	63.7132433798	55.5418880132	74.1836283803	58.3972373062	54.750323189	60.3738798001	53.1658560605	66.3476100365	63.8941481873
