Tissue	braincerebellum
N_samples	102
Chr	3
Gene	ENSG00000091513.10
SNP	rs8177277
Gene_list	ENSG00000141934.5	ENSG00000129757.8	ENSG00000162073.9	ENSG00000177105.9	ENSG00000109099.9	ENSG00000117115.8	ENSG00000151552.7	ENSG00000129538.9	ENSG00000150867.9	ENSG00000166091.15	ENSG00000158865.8	ENSG00000204655.7	ENSG00000126860.7	ENSG00000184007.13	ENSG00000175130.6	ENSG00000105695.10	ENSG00000012124.10	ENSG00000105290.7	ENSG00000011426.6	ENSG00000128283.6	ENSG00000100146.12	ENSG00000167641.6	ENSG00000168314.13	ENSG00000146122.12	ENSG00000173786.12	ENSG00000049089.9	ENSG00000092529.18	ENSG00000010282.10	ENSG00000079435.5	ENSG00000066322.8	ENSG00000244274.3	ENSG00000167755.9	ENSG00000064787.8	ENSG00000134851.8	ENSG00000065361.10	ENSG00000102934.5	ENSG00000124920.9	ENSG00000176485.6	ENSG00000126803.8	ENSG00000172508.6	ENSG00000150656.10	ENSG00000141540.6	ENSG00000197971.10	ENSG00000103089.4	ENSG00000166348.13	ENSG00000141524.11	ENSG00000204278.8	ENSG00000164176.8	ENSG00000104267.5	ENSG00000118785.9	ENSG00000187764.7	ENSG00000172005.6	ENSG00000197430.6	ENSG00000080822.12	ENSG00000099194.5	ENSG00000203485.8	ENSG00000070214.11	ENSG00000198121.9	ENSG00000174607.6	ENSG00000136867.6	ENSG00000187164.13	ENSG00000136960.8	ENSG00000170775.2	ENSG00000107902.9	ENSG00000167123.14	ENSG00000091513.10	ENSG00000126878.8	ENSG00000104419.10	ENSG00000148826.6	ENSG00000113578.13	ENSG00000132702.8	ENSG00000136541.10	ENSG00000164124.6	ENSG00000144283.17	ENSG00000013297.6	ENSG00000117266.11	ENSG00000196187.7	ENSG00000116574.4	ENSG00000115468.7
Gene expression stats (Y^T * Y): 
94.2403082206	60.2434591648	45.5266305828	64.3665990693	53.9572023316	51.736155422	54.3767329456	55.4755111592	70.9301229856	62.3093990544	65.0034032939	61.1276275031	66.4177486246	47.205445126	38.7154108407	67.1733700042	70.3107618031	36.1895852122	63.323575696	70.6664726521	66.7786384317	56.5448658677	41.2993952268	59.1923382672	55.2496315508	65.1433818459	62.5775978116	45.6639661826	59.7691578316	61.2684138098	32.0218606642	69.8007800308	44.293481134	53.557129706	72.4101617115	66.965607889	68.9722648492	60.8814876558	73.2631154052	62.8937526086	60.7289849367	70.0117434064	44.4867366825	72.9285975637	46.986588519	52.7921472725	61.5327317869	60.5690493535	56.4325064103	52.002437689	56.9026925523	59.2279892034	65.6594336396	51.9959142788	27.6739064431	64.133774969	62.7931592387	53.3270529822	66.9938793829	63.7706465621	51.2781393249	66.1582620017	64.9452738644	44.9808048817	45.0348283743	58.3967813093	34.9014028259	52.7554534453	66.4737270953	35.5144895541	57.624123917	60.3312258583	64.7533934337	32.441230915	59.1536683585	57.2236493026	56.3736512512	53.2203811243	65.1641949845
60.2434591648	94.2403082206	47.9582628553	60.7290779799	43.4078841093	56.2492742779	55.3254926086	50.4300731683	59.6157481733	44.9688219057	69.5375503603	58.5387902386	60.2677329174	46.601702145	43.1429765352	64.421608433	56.8462306985	42.4816500665	62.2376738881	68.0249958139	64.2806074848	60.8284971461	41.7538983559	52.4907642385	54.6148684277	65.2086333285	56.9064389855	48.4325256055	60.2427689854	58.6850067306	32.852118182	72.4160379401	41.124826222	38.2590799655	63.9567301293	58.9540169842	62.7402803532	55.6041725488	69.0006026191	65.2277809826	58.0388727613	53.109821389	42.4864041708	71.4522149906	46.1521852513	54.3611149038	57.1776732717	54.5532969235	42.3064356244	50.2128367239	56.1058630865	45.3062452262	50.5730504336	46.1483952179	27.0838785306	61.8735647349	63.078465501	50.2297487182	64.099177456	51.0061831892	45.3313219953	58.7010969352	60.5281163246	49.6936628881	37.8277556019	61.596817432	39.3930232342	54.2895046216	70.5145930808	34.9178941652	49.2428096597	59.4517772125	54.6331438209	38.828757855	58.389892045	55.6913992632	54.1886316783	51.8800891859	54.9621773356
45.5266305828	47.9582628553	94.2403082206	54.5626156692	44.2013934756	46.5379242101	58.266734974	49.8320867084	60.5142204274	52.8269859843	56.3887936604	61.6045640912	49.7268327401	53.2649803124	44.0115102342	62.0156862601	55.7473235592	47.0633254543	56.115995121	60.7370413435	60.3870812158	58.7053069089	48.3785134788	47.8035204074	54.7413704555	62.4476959209	51.9001066679	50.1842605143	48.5466729317	53.5286078688	40.5758265078	61.3214705817	48.1501964815	51.3916815192	51.6041020941	61.2285530357	62.8961086013	54.6724977489	54.6873353366	63.6977323812	53.6835740403	54.1161643404	49.3217072592	60.1887241254	32.6938205832	53.6963760483	56.4680602105	37.1444907361	29.546056746	45.8952952608	50.3892512217	55.6283978117	51.0480640355	50.6276821138	26.8057515277	57.7464864859	55.3637939401	48.7667031645	44.3622018268	43.1979377704	51.3663196239	50.7774686333	45.7821161614	50.8166549544	51.6875935048	59.1063100775	48.9597559182	48.4276460962	62.837583136	44.3397298688	57.6506414038	58.6867905277	48.0036188072	43.2240095169	47.9024360547	54.2789400038	48.75969378	48.340228498	46.0398162855
64.3665990693	60.7290779799	54.5626156692	94.2403082206	51.5889427079	60.5237146141	54.1209280362	50.6887799273	67.7313388845	63.3375645573	57.2323008154	61.5361004707	66.3497904607	51.1443270232	48.8634448365	69.8713635977	68.1599797576	45.4736426538	64.1214262254	71.9536296567	70.9885157678	64.716865849	43.2372583839	57.4513972262	56.5303776104	65.8644275564	59.1008678878	42.5545158271	58.0647805398	72.6911568041	32.2536114058	71.1654264868	44.9104728053	56.9455958542	70.978177969	68.6306842336	71.2006163813	58.6100922448	72.1123816698	65.3598190371	55.1132105092	68.7006338087	45.5563123893	74.3589036065	44.9900802013	58.1994084944	66.8263567695	48.5460480246	40.2217021625	52.8319904132	57.765287341	61.5946898958	66.3680690862	44.4684178527	16.0197465889	65.4424522389	65.0629397521	52.1927182644	54.6643205212	62.3408234636	50.6377052524	61.2596627709	61.6978847029	44.0750740575	47.9509651814	58.8878163454	38.2560706082	54.1394063968	71.6664080792	32.7843532136	65.1069647882	58.7777707938	62.585818575	32.7728715517	58.6330147277	51.3133518145	52.6804301536	61.3313966526	60.0100085321
53.9572023316	43.4078841093	44.2013934756	51.5889427079	94.2403082206	36.7145726202	50.27165307	67.1043722274	60.4974546404	67.1989649106	42.0309879667	62.7624304927	62.2175689089	43.5615782985	57.0273118062	69.1632610251	52.3760149146	45.5780927919	54.0883002796	56.2804355035	52.9002377797	54.6388641861	44.4704373387	49.2703246083	66.8312371627	47.1282884626	59.6745020296	45.4474289147	41.0478692346	56.7193414708	52.8739308167	62.3908446952	42.2709958805	40.0080240949	56.8686516322	63.952368025	63.3286525441	67.2969315166	64.5746816826	60.5155445069	59.5380049829	66.5607913304	43.7350771213	59.6805519159	42.9077279595	36.3703191753	49.7537360163	58.9942623785	59.6529685667	64.3403233726	40.6221352356	74.0434235047	60.9096223144	63.1945731083	47.3724878948	45.9451458697	65.4487491749	46.6100907087	50.7136996071	59.7206420431	40.032215099	65.0850904122	61.2589674606	55.6238154917	55.9658839089	63.0619321623	40.3703060931	64.9063076134	48.4642434014	47.2677387663	54.7491686707	54.9288975418	62.1441611297	33.9800353995	75.2623293419	43.2474701817	56.1942823624	44.699323048	56.4438267897
51.736155422	56.2492742779	46.5379242101	60.5237146141	36.7145726202	94.2403082206	49.3203632604	40.9100878176	57.3249983861	53.7745250601	61.3552124949	53.4975344781	61.362991466	53.5428380949	47.388471461	58.9691004582	54.2487356896	49.6262843268	66.9258677547	56.3026886621	59.8453184621	55.4739030472	43.5381611685	63.9682467341	54.2708331674	69.7667131573	53.8597689338	46.7726256607	59.6970030426	60.148383385	30.5025466059	64.9709637039	40.7555651083	44.2551874134	59.6514539501	59.7563807106	58.0784404204	49.1162604774	65.7513682792	62.5376846778	47.6576702176	56.0886196842	44.8582552574	66.3893571136	54.1151201263	48.0916186771	53.102257546	47.0415749807	37.6002540748	45.0138342242	61.2371627497	50.3462437419	48.5819300875	47.0921260073	28.5108904136	50.9839509277	60.9539156623	45.7799185783	57.5613489616	49.8116741174	48.9273683617	58.0928657316	49.4724773885	48.4595312085	40.368386117	57.2276226222	36.7961409663	42.9462033528	60.9706098591	45.2768184022	50.9955344035	60.4729898153	60.6761409824	42.4361659737	47.4450666131	50.5195168782	51.703643505	54.6914591264	54.8442721896
54.3767329456	55.3254926086	58.266734974	54.1209280362	50.27165307	49.3203632604	94.2403082206	73.6629837188	67.2534810642	48.529274163	65.190469492	79.5674897877	57.8954324024	69.5754063209	49.0492287836	74.8107753902	56.6625741582	65.5643969527	64.0476313156	67.9480164025	59.1148265353	76.1525137117	60.3487213824	57.4722020897	68.618209178	64.6616250429	74.66177451	66.8479449219	53.1569846762	62.0620569577	67.0019017665	73.8494473818	63.3628138635	51.006751794	53.5261951133	71.6494195536	74.6269404791	66.9728927672	65.5289840261	74.8297501428	76.0874661373	62.0310720284	64.3531971395	62.8174486179	42.9849511608	62.2117389442	53.3405437724	55.9884835085	51.2330575696	70.7413295389	61.4819103347	63.5383879207	57.8266517536	62.3681648668	46.5103889153	66.6565739358	62.9868620271	62.2525847542	52.3871156795	46.9278904042	65.4755422962	68.9841659443	53.2333689194	64.6647915322	72.8236272411	80.4058607485	67.9825073875	66.8575936128	69.72092695	52.1093262477	52.9772936777	74.8639775275	58.9237681887	60.1469931397	68.4967895408	78.4473298269	70.0798631391	57.6269703735	63.7886313094
55.4755111592	50.4300731683	49.8320867084	50.6887799273	67.1043722274	40.9100878176	73.6629837188	94.2403082206	61.5903387265	54.5876576674	51.4009544737	80.5624392932	57.2095046242	61.3613882865	55.3710009829	76.8575916548	52.2007798195	63.5199223981	55.3057156414	60.2404026091	57.491421784	75.697316458	63.9390074601	52.0294188245	81.3794825178	55.9938645111	74.6773574364	61.4146822071	42.4446029873	64.3902549748	70.5242688796	67.0685434877	61.5697273272	39.7653486328	52.0859183416	75.3878939594	71.2704250739	73.3283693731	64.1948730388	75.9508564583	67.5977618985	61.2894520401	61.877903752	57.2268100001	45.5082795974	50.9106638503	47.7710223301	57.7154976941	53.3604297506	65.6757192632	52.4726541465	69.8840001788	62.3970411077	67.2202319571	53.8021845571	67.1932336774	59.4389691317	58.5963845352	47.8115944283	46.4489166141	53.1633189552	66.7636921388	53.220003808	65.2017657324	72.524202992	78.4416718185	63.2111904563	74.3614382026	58.5110917888	56.0329412315	58.1104237659	68.5780778488	57.9073549777	55.7448094593	79.2913183063	69.387878013	70.7045881172	47.2030811797	65.334147378
70.9301229856	59.6157481733	60.5142204274	67.7313388845	60.4974546404	57.3249983861	67.2534810642	61.5903387265	94.2403082206	67.9824881346	69.1668372141	78.7200967962	79.4576895276	66.6182841683	52.6326427114	79.6133485528	77.1601817536	55.8322352863	77.2776033238	76.7647096286	75.9952655738	69.4743088245	60.3593724367	68.8773862902	67.3267788934	70.6237143196	70.9075626129	53.0369258469	68.2817663012	73.5240274468	45.2932672873	80.2445600963	60.4985859487	63.0915318728	77.985123682	76.6682446771	83.3041149778	72.5175512885	79.9911092469	75.0330181594	73.062952935	78.9608706572	65.0477806321	81.9226697187	57.1621838085	65.2099876361	73.6030920227	66.5012423288	54.9452402029	68.8167192039	60.9934120344	72.6907904945	75.1865234589	70.1237795227	34.1749694681	68.766157887	78.6385755893	67.0017471364	69.6031639525	66.1373945206	67.4204298617	80.056531026	69.8058500081	59.6994193069	59.577883189	74.9748400395	49.4195455027	68.516888996	79.1010135736	45.1715008681	71.1026415646	79.5893838672	76.2177814882	50.1152680289	68.7121819883	66.6647390336	68.3442743021	70.1527161617	70.9821373218
62.3093990544	44.9688219057	52.8269859843	63.3375645573	67.1989649106	53.7745250601	48.529274163	54.5876576674	67.9824881346	94.2403082206	47.7790499425	61.4213145462	62.7753283693	46.0609154606	56.5291690316	70.4848188264	64.7813700771	49.9823875433	57.1700456877	64.0250050553	68.1313101088	56.2833998202	47.8386587506	56.7836508494	60.3305154281	65.1450854962	62.1348779598	43.9915780295	51.247845608	64.5310701751	44.324403373	68.0510414296	48.2558490382	40.2038617535	63.8106016988	73.3559719132	65.97730283	60.636219558	68.7037550496	63.8972927568	52.9500968539	69.3633304203	49.5065214347	69.24960995	38.1936422847	44.7940625863	64.4462513639	53.6915169918	39.1179512289	48.0189037714	49.7836972639	74.7582557364	65.887972553	57.9431399588	32.8996262516	53.2732656321	63.6815172455	49.1150604315	54.0020720906	57.8864532639	51.7609547112	63.3174315655	61.4349721436	51.0935206381	50.8206619673	58.8373707964	37.44767296	50.1502336321	60.5313267763	45.8087704207	59.6335062684	58.8108936377	68.7207140313	38.1560827725	53.7307249164	46.2043032629	53.5419635212	50.7708387335	58.1187216676
