Tissue	braincerebellum
N_samples	102
Chr	4
Gene	ENSG00000151552.7
SNP	rs2597756
Gene_list	ENSG00000162073.9	ENSG00000151552.7	ENSG00000129538.9	ENSG00000150867.9	ENSG00000158865.8	ENSG00000204655.7	ENSG00000126860.7	ENSG00000184007.13	ENSG00000105695.10	ENSG00000012124.10	ENSG00000105290.7	ENSG00000011426.6	ENSG00000128283.6	ENSG00000100146.12	ENSG00000167641.6	ENSG00000168314.13	ENSG00000146122.12	ENSG00000173786.12	ENSG00000049089.9	ENSG00000092529.18	ENSG00000010282.10	ENSG00000066322.8	ENSG00000244274.3	ENSG00000167755.9	ENSG00000064787.8	ENSG00000102934.5	ENSG00000124920.9	ENSG00000176485.6	ENSG00000126803.8	ENSG00000172508.6	ENSG00000150656.10	ENSG00000141540.6	ENSG00000197971.10	ENSG00000103089.4	ENSG00000141524.11	ENSG00000118785.9	ENSG00000187764.7	ENSG00000172005.6	ENSG00000197430.6	ENSG00000080822.12	ENSG00000203485.8	ENSG00000070214.11	ENSG00000198121.9	ENSG00000187164.13	ENSG00000136960.8	ENSG00000149557.8	ENSG00000107902.9	ENSG00000167123.14	ENSG00000091513.10	ENSG00000126878.8	ENSG00000104419.10	ENSG00000148826.6	ENSG00000136541.10	ENSG00000164124.6	ENSG00000144283.17	ENSG00000013297.6	ENSG00000117266.11	ENSG00000196187.7	ENSG00000116574.4	ENSG00000115468.7
Gene expression stats (Y^T * Y): 
94.2403082206	58.266734974	49.8320867084	60.5142204274	56.3887936604	61.6045640912	49.7268327401	53.2649803124	62.0156862601	55.7473235592	47.0633254543	56.115995121	60.7370413435	60.3870812158	58.7053069089	48.3785134788	47.8035204074	54.7413704555	62.4476959209	51.9001066679	50.1842605143	53.5286078688	40.5758265078	61.3214705817	48.1501964815	61.2285530357	62.8961086013	54.6724977489	54.6873353366	63.6977323812	53.6835740403	54.1161643404	49.3217072592	60.1887241254	53.6963760483	45.8952952608	50.3892512217	55.6283978117	51.0480640355	50.6276821138	57.7464864859	55.3637939401	48.7667031645	51.3663196239	50.7774686333	34.1208285947	50.8166549544	51.6875935048	59.1063100775	48.9597559182	48.4276460962	62.837583136	58.6867905277	48.0036188072	43.2240095169	47.9024360547	54.2789400038	48.75969378	48.340228498	46.0398162855
58.266734974	94.2403082206	73.6629837188	67.2534810642	65.190469492	79.5674897877	57.8954324024	69.5754063209	74.8107753902	56.6625741582	65.5643969527	64.0476313156	67.9480164025	59.1148265353	76.1525137117	60.3487213824	57.4722020897	68.618209178	64.6616250429	74.66177451	66.8479449219	62.0620569577	67.0019017665	73.8494473818	63.3628138635	71.6494195536	74.6269404791	66.9728927672	65.5289840261	74.8297501428	76.0874661373	62.0310720284	64.3531971395	62.8174486179	62.2117389442	70.7413295389	61.4819103347	63.5383879207	57.8266517536	62.3681648668	66.6565739358	62.9868620271	62.2525847542	65.4755422962	68.9841659443	60.4836007526	64.6647915322	72.8236272411	80.4058607485	67.9825073875	66.8575936128	69.72092695	74.8639775275	58.9237681887	60.1469931397	68.4967895408	78.4473298269	70.0798631391	57.6269703735	63.7886313094
49.8320867084	73.6629837188	94.2403082206	61.5903387265	51.4009544737	80.5624392932	57.2095046242	61.3613882865	76.8575916548	52.2007798195	63.5199223981	55.3057156414	60.2404026091	57.491421784	75.697316458	63.9390074601	52.0294188245	81.3794825178	55.9938645111	74.6773574364	61.4146822071	64.3902549748	70.5242688796	67.0685434877	61.5697273272	75.3878939594	71.2704250739	73.3283693731	64.1948730388	75.9508564583	67.5977618985	61.2894520401	61.877903752	57.2268100001	50.9106638503	65.6757192632	52.4726541465	69.8840001788	62.3970411077	67.2202319571	67.1932336774	59.4389691317	58.5963845352	53.1633189552	66.7636921388	54.2771254258	65.2017657324	72.524202992	78.4416718185	63.2111904563	74.3614382026	58.5110917888	68.5780778488	57.9073549777	55.7448094593	79.2913183063	69.387878013	70.7045881172	47.2030811797	65.334147378
60.5142204274	67.2534810642	61.5903387265	94.2403082206	69.1668372141	78.7200967962	79.4576895276	66.6182841683	79.6133485528	77.1601817536	55.8322352863	77.2776033238	76.7647096286	75.9952655738	69.4743088245	60.3593724367	68.8773862902	67.3267788934	70.6237143196	70.9075626129	53.0369258469	73.5240274468	45.2932672873	80.2445600963	60.4985859487	76.6682446771	83.3041149778	72.5175512885	79.9911092469	75.0330181594	73.062952935	78.9608706572	65.0477806321	81.9226697187	65.2099876361	68.8167192039	60.9934120344	72.6907904945	75.1865234589	70.1237795227	68.766157887	78.6385755893	67.0017471364	67.4204298617	80.056531026	46.1554091027	59.6994193069	59.577883189	74.9748400395	49.4195455027	68.516888996	79.1010135736	79.5893838672	76.2177814882	50.1152680289	68.7121819883	66.6647390336	68.3442743021	70.1527161617	70.9821373218
56.3887936604	65.190469492	51.4009544737	69.1668372141	94.2403082206	65.0825285393	67.372937044	66.378939165	66.3208971593	69.4705360682	48.7339431854	73.2641079699	73.2233339717	66.106674928	67.2135331444	57.0080964268	67.1826605753	57.3898912851	74.8089130382	62.2432375607	58.1961937338	59.8711757615	40.2403224821	74.3429748508	59.712188686	67.9162010413	71.3694545488	60.8640376131	69.6589700711	68.1145388498	64.1957026078	63.4767254285	61.9689481515	75.3171085957	63.9638732157	56.4564327626	65.5535189964	54.6534878203	53.7301291805	56.0207630037	70.5206101754	70.3866709521	65.193825549	63.6851374462	66.027490156	45.6317746758	60.563989883	48.1398532518	66.0127331536	57.1167630024	58.3587967294	78.1570510816	73.180399856	57.6877317295	58.5526191835	59.1270290875	70.2524231034	63.1654923455	60.104047551	65.128436744
61.6045640912	79.5674897877	80.5624392932	78.7200967962	65.0825285393	94.2403082206	66.816834111	68.250890607	86.0430651042	68.4075041667	65.9334194964	71.3819294419	71.6206022223	67.8310528261	79.1723543758	70.1235719285	63.0953108049	82.3687017595	71.1440871833	82.4375055155	65.7180833094	71.8467412891	67.1153253811	81.4349040861	67.3319906552	80.0151369927	86.3358063143	75.6872950419	73.0334207403	85.3981811509	78.1888827005	72.2557314236	72.0898423511	71.2927721212	66.3021843852	74.5242841843	67.0966909077	74.0019655376	71.611388484	75.7098609459	72.5949512935	71.8480848772	65.0150444379	67.5253517487	77.7469542992	54.5437656113	67.2907007246	78.1968953412	87.26295108	66.5845325469	75.3252478915	76.3106288927	83.370886897	71.0384647881	65.4768283891	79.1611669584	81.4096350638	77.5183045033	61.3425888779	71.1887693173
49.7268327401	57.8954324024	57.2095046242	79.4576895276	67.372937044	66.816834111	94.2403082206	54.1549855439	71.2757897804	69.1846584337	48.0881880121	82.6082787366	66.0507484885	70.9288780057	60.0726086536	48.0068500284	63.5543332602	63.3859450144	62.7004066959	59.5560093304	44.67604698	65.3910061045	40.284778985	74.509299445	46.4103879312	71.2339852592	75.0633854069	66.0205010288	81.6737823918	63.9633260958	68.9225095117	79.3439661959	50.3781223228	78.7616482195	54.1994582806	61.3164084887	52.7256663606	64.5370880073	67.2111889463	62.8524459249	65.2297804233	77.5413477611	55.342920965	58.2806266298	82.1781071792	41.3560199271	53.764952853	48.9387788319	68.1226493947	42.7711053351	57.9817692906	66.7709827013	75.3686890303	78.279823828	40.1269652701	69.1965443717	55.7918674842	65.432628138	57.1345227148	64.327564064
53.2649803124	69.5754063209	61.3613882865	66.6182841683	66.378939165	68.250890607	54.1549855439	94.2403082206	65.3200195997	56.6733975067	58.0063647419	58.4901579457	69.2566969244	52.9764114252	71.6652946144	68.6141431797	66.6903791873	60.0496442198	64.2163577733	65.7138666675	58.5186717965	60.0470602981	50.2098494077	67.632776356	73.8654999122	64.3103712853	67.4562936119	68.0973728633	59.9108007725	68.7958622403	59.2098938022	53.6978027259	71.8795863859	59.8845094384	62.2544976941	60.4090255363	59.8293224642	57.1334539671	58.4343553334	61.7074675665	67.9950037159	61.635081872	75.5562236581	73.872123714	57.9726244321	48.5616082958	65.8115052847	57.8946438126	66.2462585684	73.390868485	74.0516497361	68.0540733465	71.9421361737	49.5425676212	66.7221094491	57.8698550251	65.8933002769	59.5662442781	54.0571395775	65.5584197924
62.0156862601	74.8107753902	76.8575916548	79.6133485528	66.3208971593	86.0430651042	71.2757897804	65.3200195997	94.2403082206	68.5316643033	62.3332696965	72.835989053	79.8298021622	75.8488921946	79.4472071391	63.3041758468	65.4975838189	83.0342051224	74.0842914617	79.3613836551	59.383185925	74.4032774568	57.238740534	85.5730425094	60.347268548	84.8660084163	86.2278890675	76.5770544887	81.7188647324	85.0673287953	79.6795792781	78.0374098265	64.429169758	80.4009531666	64.3223363566	74.8131888906	61.1325006048	77.9489278337	74.6866043932	72.1483119904	70.9848989494	74.8671879266	63.7667169813	64.9421763219	81.1512808203	55.9539219912	61.5037367393	71.4801525091	85.6896619949	57.9407689968	75.6613514584	77.3055012516	79.4943660454	76.5571137358	56.5064954533	77.5473062505	72.8720241173	70.8852893166	61.2534666182	72.3349444753
55.7473235592	56.6625741582	52.2007798195	77.1601817536	69.4705360682	68.4075041667	69.1846584337	56.6733975067	68.5316643033	94.2403082206	41.4387084903	69.6302885402	72.890881272	73.8046584795	64.060400422	48.6435659382	64.8013586174	55.2194526455	74.1900569644	67.9605524974	53.8067345703	66.1330062223	40.0387552848	73.8314750565	51.4899459976	71.5154569032	78.683432149	61.9548514147	71.2665260774	69.028345305	61.5173555717	72.7213652564	55.1572464955	78.7026772168	65.0576004549	54.0812188745	66.3994718174	62.322687599	71.3107464172	57.7908855419	68.5124903533	71.2943747723	55.3369750063	57.1517991689	69.6200152884	40.0126479542	53.6482873138	52.4193900918	63.1757194915	45.3700687853	54.5035396947	74.5027346625	66.6639677411	61.7605585685	42.2461819133	57.0560066958	60.9266825961	66.4418517959	64.8378431725	60.2240050643
